Medi-Cal UA and UB Modifier Maximum Allowable Reimbursement Rates for Surgical and Anesthesia Supplies and Drugs as of February 2016,,,,,,,,,,,
Procedure Code,,Outpatient,,,,Procedure Code,,Medical,,,UA - Medicaid level of care 10
From,Thru,UA,UB,,,From,Thru,UA,UB,,UB - Medicaid level of care 11
21070,21070,$25.00,$55.00,,,21070,21070,$30.00,$60.00,,
21071,21071,$35.00,$65.00,,,21071,21071,$40.00,$70.00,,
21073,21073,$30.00,$60.00,,,21073,21073,$35.00,$65.00,,
21076,21088,$45.00,$75.00,,,21076,21088,$50.00,$80.00,,
21100,21100,$15.00,$40.00,,,21100,21100,$20.00,$45.00,,
21110,21110,$20.00,$50.00,,,21110,21110,$25.00,$55.00,,
21116,21116,$10.00,$10.00,,,21116,21116,$15.00,$15.00,,
21120,21196,$40.00,$70.00,,,21120,21196,$45.00,$75.00,,
21198,21239,$40.00,$70.00,,,21198,21239,$45.00,$75.00,,
21240,21242,$35.00,$65.00,,,21240,21242,$40.00,$70.00,,
21243,21243,$50.00,$80.00,,,21243,21243,$55.00,$85.00,,
21244,21256,$45.00,$75.00,,,21244,21256,$50.00,$80.00,,
21260,21260,$40.00,$70.00,,,21260,21260,$45.00,$75.00,,
21261,21263,$70.00,$100.00,,,21261,21263,$75.00,$105.00,,
21267,21267,$40.00,$70.00,,,21267,21267,$45.00,$75.00,,
21268,21275,$50.00,$80.00,,,21268,21275,$55.00,$85.00,,
21280,21282,$40.00,$70.00,,,21280,21282,$45.00,$75.00,,
21295,21295,$30.00,$60.00,,,21295,21295,$35.00,$65.00,,
21296,21296,$20.00,$50.00,,,21296,21296,$25.00,$55.00,,
21299,21299,$20.00,$50.00,,,21299,21299,$25.00,$55.00,,
21300,21300,$6.00,$6.00,,,21300,21300,$11.00,$11.00,,
21310,21315,$8.00,$38.00,,,21310,21315,$13.00,$43.00,,
21320,21320,$30.00,$50.00,,,21320,21320,$35.00,$55.00,,
21325,21325,$25.00,$55.00,,,21325,21325,$30.00,$60.00,,
21330,21335,$35.00,$65.00,,,21330,21335,$40.00,$70.00,,
21336,21336,$20.00,$50.00,,,21336,21336,$25.00,$55.00,,
21337,21337,$8.00,$38.00,,,21337,21337,$13.00,$43.00,,
21338,21338,$30.00,$60.00,,,21338,21338,$35.00,$65.00,,
21339,21339,$35.00,$65.00,,,21339,21339,$40.00,$70.00,,
21340,21346,$40.00,$70.00,,,21340,21346,$45.00,$75.00,,
21347,21347,$70.00,$100.00,,,21347,21347,$75.00,$105.00,,
21348,21348,$40.00,$70.00,,,21348,21348,$45.00,$75.00,,
21355,21355,$15.00,$35.00,,,21355,21355,$20.00,$40.00,,
21356,21356,$20.00,$50.00,,,21356,21356,$25.00,$55.00,,
21360,21360,$20.00,$50.00,,,21360,21360,$25.00,$55.00,,
21365,21365,$25.00,$55.00,,,21365,21365,$30.00,$60.00,,
21366,21366,$40.00,$70.00,,,21366,21366,$45.00,$75.00,,
21385,21395,$40.00,$70.00,,,21385,21395,$45.00,$75.00,,
21400,21401,$10.00,$30.00,,,21400,21401,$15.00,$35.00,,
21406,21407,$30.00,$60.00,,,21406,21407,$35.00,$65.00,,
21408,21408,$30.00,$60.00,,,21408,21408,$35.00,$65.00,,
21421,21421,$15.00,$45.00,,,21421,21421,$20.00,$50.00,,
21422,21422,$30.00,$60.00,,,21422,21422,$35.00,$65.00,,
21423,21423,$30.00,$60.00,,,21423,21423,$35.00,$65.00,,
21431,21436,$30.00,$60.00,,,21431,21436,$35.00,$65.00,,
21440,21440,$15.00,$35.00,,,21440,21440,$20.00,$40.00,,
21445,21445,$20.00,$50.00,,,21445,21445,$25.00,$55.00,,
21450,21452,$10.00,$10.00,,,21450,21452,$15.00,$15.00,,
21453,21453,$15.00,$35.00,,,21453,21453,$20.00,$40.00,,
21454,21454,$30.00,$60.00,,,21454,21454,$35.00,$65.00,,
21455,21455,$25.00,$55.00,,,21455,21455,$30.00,$60.00,,
21461,21470,$35.00,$65.00,,,21461,21470,$40.00,$70.00,,
21480,21485,$10.00,$10.00,,,21480,21485,$15.00,$15.00,,
21490,21490,$35.00,$65.00,,,21490,21490,$40.00,$70.00,,
21493,21493,$10.00,$10.00,,,21493,21493,$15.00,$15.00,,
21494,21494,$15.00,$35.00,,,21494,21494,$20.00,$40.00,,
21495,21495,$20.00,$50.00,,,21495,21495,$25.00,$55.00,,
21497,21497,$15.00,$45.00,,,21497,21497,$20.00,$50.00,,
21499,21499,$30.00,$60.00,,,21499,21499,$35.00,$65.00,,
21501,21502,$10.00,$40.00,,,21501,21502,$15.00,$45.00,,
21510,21510,$15.00,$45.00,,,21510,21510,$20.00,$50.00,,
21550,21550,$15.00,$45.00,,,21550,21550,$20.00,$50.00,,
21552,21552,$17.00,$47.00,,,21552,21552,$22.00,$52.00,,
21554,21554,$22.00,$52.00,,,21554,21554,$27.00,$57.00,,
21555,21555,$15.00,$45.00,,,21555,21555,$20.00,$50.00,,
21556,21556,$20.00,$50.00,,,21556,21556,$25.00,$55.00,,
21557,21557,$35.00,$65.00,,,21557,21557,$40.00,$70.00,,
21558,21558,$39.00,$69.00,,,21558,21558,$44.00,$74.00,,
21600,21600,$20.00,$50.00,,,21600,21600,$25.00,$55.00,,
21610,21610,$30.00,$60.00,,,21610,21610,$35.00,$65.00,,
21615,21615,$35.00,$65.00,,,21615,21615,$40.00,$70.00,,
21616,21616,$40.00,$70.00,,,21616,21616,$45.00,$75.00,,
21620,21620,$25.00,$55.00,,,21620,21620,$30.00,$60.00,,
21627,21627,$20.00,$50.00,,,21627,21627,$25.00,$55.00,,
21630,21630,$70.00,$100.00,,,21630,21630,$75.00,$105.00,,
21632,21632,$90.00,$120.00,,,21632,21632,$95.00,$125.00,,
21633,21633,$70.00,$100.00,,,21633,21633,$75.00,$105.00,,
21685,21685,$20.00,$50.00,,,21685,21685,$25.00,$55.00,,
21700,21705,$20.00,$50.00,,,21700,21705,$25.00,$55.00,,
21720,21725,$20.00,$50.00,,,21720,21725,$25.00,$55.00,,
21740,21740,$30.00,$60.00,,,21740,21740,$35.00,$65.00,,
21742,21743,$30.00,$60.00,,,21742,21743,$35.00,$65.00,,
21750,21750,$30.00,$60.00,,,21750,21750,$35.00,$65.00,,
21800,21800,$10.00,$10.00,,,21800,21800,$15.00,$15.00,,
21805,21805,$15.00,$45.00,,,21805,21805,$20.00,$50.00,,
21810,21810,$20.00,$50.00,,,21810,21810,$25.00,$55.00,,
21811,21813,$15.00,$45.00,,,21811,21813,$20.00,$50.00,,
21820,21820,$10.00,$10.00,,,21820,21820,$15.00,$15.00,,
21825,21825,$15.00,$45.00,,,21825,21825,$20.00,$50.00,,
21899,21899,$20.00,$50.00,,,21899,21899,$25.00,$55.00,,
21920,21920,$5.00,$35.00,,,21920,21920,$10.00,$40.00,,
21925,21925,$15.00,$45.00,,,21925,21925,$20.00,$50.00,,
21930,21930,$20.00,$50.00,,,21930,21930,$25.00,$55.00,,
21931,21931,$22.00,$52.00,,,21931,21931,$27.00,$57.00,,
21932,21932,$20.00,$50.00,,,21932,21932,$25.00,$55.00,,
21933,21933,$22.00,$52.00,,,21933,21933,$27.00,$57.00,,
21935,21935,$35.00,$65.00,,,21935,21935,$40.00,$70.00,,
21936,21936,$39.00,$69.00,,,21936,21936,$44.00,$74.00,,
22010,22010,$30.00,$60.00,,,22010,22010,$35.00,$65.00,,
22011,22011,$20.00,$50.00,,,22011,22011,$25.00,$55.00,,
22015,22015,$30.00,$60.00,,,22015,22015,$35.00,$65.00,,
22100,22103,$30.00,$60.00,,,22100,22103,$35.00,$65.00,,
22105,22114,$35.00,$65.00,,,22105,22114,$40.00,$70.00,,
22140,22142,$40.00,$70.00,,,22140,22142,$45.00,$75.00,,
22116,22116,$40.00,$70.00,,,22116,22116,$45.00,$75.00,,
22206,22208,$35.00,$65.00,,,22206,22208,$40.00,$70.00,,
22210,22230,$35.00,$65.00,,,22210,22230,$40.00,$70.00,,
22250,22251,$40.00,$70.00,,,22250,22251,$45.00,$75.00,,
22305,22310,$8.00,$8.00,,,22305,22310,$13.00,$13.00,,
22315,22315,$15.00,$35.00,,,22315,22315,$20.00,$40.00,,
22318,22319,$20.00,$40.00,,,22318,22319,$25.00,$45.00,,
22325,22327,$25.00,$55.00,,,22325,22327,$30.00,$60.00,,
22328,22328,$25.00,$55.00,,,22328,22328,$35.00,$65.00,,
22505,22505,$35.00,$35.00,,,22505,22505,$40.00,$40.00,,
22510,22515,$25.00,$55.00,,,22510,22515,$30.00,$60.00,,
22520,22522,$25.00,$55.00,,,22520,22522,$30.00,$60.00,,
22523,22525,$25.00,$55.00,,,22523,22525,$30.00,$60.00,,
22532,22532,$70.00,$100.00,,,22532,22532,$75.00,$105.00,,
22533,22533,$70.00,$100.00,,,22533,22533,$75.00,$105.00,,
22534,22534,$70.00,$100.00,,,22534,22534,$75.00,$105.00,,
22548,22812,$70.00,$100.00,,,22548,22812,$75.00,$105.00,,
22818,22819,$40.00,$70.00,,,22818,22819,$45.00,$75.00,,
22830,22830,$50.00,$80.00,,,22830,22830,$55.00,$85.00,,
22840,22858,$25.00,$55.00,,,22840,22858,$30.00,$60.00,,
22861,22862,$25.00,$55.00,,,22861,22862,$30.00,$60.00,,
22864,22865,$25.00,$55.00,,,22864,22865,$30.00,$60.00,,
22900,22900,$30.00,$60.00,,,22900,22900,$35.00,$65.00,,
22901,22901,$33.00,$63.00,,,22901,22901,$38.00,$68.00,,
22902,22902,$30.00,$60.00,,,22902,22902,$35.00,$65.00,,
22903,22903,$33.00,$63.00,,,22903,22903,$38.00,$68.00,,
22904,22904,$30.00,$60.00,,,22904,22904,$35.00,$65.00,,
22905,22905,$33.00,$63.00,,,22905,22905,$38.00,$68.00,,
22906,22999,$30.00,$60.00,,,22906,22999,$35.00,$65.00,,
23000,23000,$30.00,$60.00,,,23000,23000,$35.00,$65.00,,
23020,23020,$30.00,$60.00,,,23020,23020,$35.00,$65.00,,
23030,23031,$30.00,$60.00,,,23030,23031,$35.00,$65.00,,
23035,23035,$35.00,$65.00,,,23035,23035,$40.00,$70.00,,
23040,23044,$30.00,$60.00,,,23040,23044,$35.00,$65.00,,
23065,23066,$30.00,$60.00,,,23065,23066,$35.00,$65.00,,
23071,23071,$33.00,$63.00,,,23071,23071,$38.00,$68.00,,
23073,23073,$31.00,$61.00,,,23073,23073,$36.00,$66.00,,
23075,23075,$30.00,$60.00,,,23075,23075,$35.00,$65.00,,
23076,23076,$28.00,$58.00,,,23076,23076,$33.00,$63.00,,
23077,23077,$35.00,$65.00,,,23077,23077,$40.00,$70.00,,
23078,23078,$39.00,$69.00,,,23078,23078,$44.00,$74.00,,
23100,23107,$30.00,$60.00,,,23100,23107,$35.00,$65.00,,
23120,23125,$30.00,$60.00,,,23120,23125,$35.00,$65.00,,
23130,23130,$30.00,$60.00,,,23130,23130,$35.00,$65.00,,
23140,23140,$22.00,$52.00,,,23140,23140,$27.00,$57.00,,
23143,23145,$30.00,$60.00,,,23143,23145,$35.00,$65.00,,
23146,23146,$35.00,$65.00,,,23146,23146,$40.00,$70.00,,
23150,23150,$22.00,$52.00,,,23150,23150,$27.00,$57.00,,
23155,23155,$30.00,$60.00,,,23155,23155,$35.00,$65.00,,
23156,23156,$35.00,$65.00,,,23156,23156,$40.00,$70.00,,
23170,23195,$30.00,$60.00,,,23170,23195,$35.00,$65.00,,
23200,23220,$30.00,$60.00,,,23200,23220,$35.00,$65.00,,
23221,23221,$35.00,$65.00,,,23221,23221,$40.00,$70.00,,
23222,23222,$40.00,$70.00,,,23222,23222,$45.00,$75.00,,
23330,23330,$18.00,$38.00,,,23331,23333,$25.00,$55.00,,
23331,23333,$20.00,$50.00,,,23330,23330,$23.00,$43.00,,
23334,23335,$30.00,$60.00,,,23334,23335,$35.00,$65.00,,
23350,23350,$10.00,$30.00,,,23350,23350,$15.00,$35.00,,
23395,23395,$30.00,$60.00,,,23395,23395,$35.00,$65.00,,
23397,23397,$45.00,$75.00,,,23397,23397,$50.00,$80.00,,
23400,23400,$40.00,$70.00,,,23400,23400,$45.00,$75.00,,
23405,23405,$25.00,$55.00,,,23405,23405,$30.00,$60.00,,
23406,23406,$30.00,$60.00,,,23406,23406,$35.00,$65.00,,
23410,23415,$40.00,$70.00,,,23410,23415,$45.00,$75.00,,
23420,23420,$30.00,$60.00,,,23420,23420,$35.00,$65.00,,
23430,23430,$30.00,$60.00,,,23430,23430,$35.00,$65.00,,
23440,23474,$40.00,$70.00,,,23440,23474,$45.00,$75.00,,
23480,23480,$35.00,$65.00,,,23480,23480,$40.00,$70.00,,
23485,23485,$40.00,$70.00,,,23485,23485,$45.00,$75.00,,
23490,23491,$25.00,$55.00,,,23490,23491,$30.00,$60.00,,
23500,23500,$6.00,$6.00,,,23500,23500,$11.00,$11.00,,
23505,23505,$10.00,$30.00,,,23505,23505,$15.00,$35.00,,
23510,23510,$25.00,$55.00,,,23510,23510,$30.00,$60.00,,
23515,23515,$25.00,$55.00,,,23515,23515,$30.00,$60.00,,
23520,23525,$10.00,$30.00,,,23520,23525,$15.00,$35.00,,
23530,23530,$25.00,$55.00,,,23530,23530,$30.00,$60.00,,
23532,23532,$30.00,$60.00,,,23532,23532,$35.00,$65.00,,
23540,23545,$10.00,$30.00,,,23540,23545,$15.00,$35.00,,
23550,23550,$25.00,$55.00,,,23550,23550,$30.00,$60.00,,
23552,23552,$30.00,$60.00,,,23552,23552,$35.00,$65.00,,
23570,23570,$6.00,$6.00,,,23570,23570,$11.00,$11.00,,
23575,23575,$10.00,$30.00,,,23575,23575,$15.00,$35.00,,
23580,23580,$25.00,$55.00,,,23580,23580,$30.00,$60.00,,
23585,23585,$30.00,$60.00,,,23585,23585,$35.00,$65.00,,
23600,23600,$10.00,$10.00,,,23600,23600,$15.00,$15.00,,
23605,23605,$12.00,$30.00,,,23605,23605,$17.00,$35.00,,
23610,23610,$25.00,$55.00,,,23610,23610,$30.00,$60.00,,
23615,23616,$30.00,$60.00,,,23615,23616,$30.00,$60.00,,
23620,23620,$10.00,$10.00,,,23620,23620,$15.00,$15.00,,
23625,23625,$10.00,$30.00,,,23625,23625,$15.00,$35.00,,
23630,23630,$30.00,$60.00,,,23630,23630,$35.00,$65.00,,
23650,23650,$6.00,$6.00,,,23650,23650,$11.00,$11.00,,
23655,23655,$6.00,$26.00,,,23655,23655,$11.00,$31.00,,
23658,23660,$35.00,$65.00,,,23658,23660,$40.00,$70.00,,
23665,23665,$12.00,$32.00,,,23665,23665,$17.00,$37.00,,
23670,23680,$35.00,$65.00,,,23670,23680,$40.00,$70.00,,
23700,23700,$18.00,$38.00,,,23700,23700,$23.00,$43.00,,
23800,23802,$40.00,$70.00,,,23800,23802,$45.00,$75.00,,
23900,23900,$60.00,$90.00,,,23900,23900,$65.00,$95.00,,
23920,23921,$30.00,$60.00,,,23920,23921,$35.00,$65.00,,
23929,23929,$45.00,$75.00,,,23929,23929,$50.00,$80.00,,
23930,23931,$20.00,$40.00,,,23930,23931,$25.00,$45.00,,
23935,23935,$30.00,$60.00,,,23935,23935,$35.00,$65.00,,
24000,24000,$30.00,$60.00,,,24000,24000,$35.00,$65.00,,
24006,24006,$20.00,$40.00,,,24006,24006,$25.00,$45.00,,
24065,24066,$10.00,$30.00,,,24065,24066,$15.00,$35.00,,
24071,24071,$22.00,$52.00,,,24071,24071,$27.00,$57.00,,
24073,24073,$28.00,$58.00,,,24073,24073,$33.00,$63.00,,
24075,24075,$20.00,$50.00,,,24075,24075,$25.00,$55.00,,
24076,24076,$25.00,$55.00,,,24076,24076,$30.00,$60.00,,
24077,24077,$35.00,$65.00,,,24077,24077,$40.00,$70.00,,
24079,24079,$39.00,$69.00,,,24079,24079,$44.00,$74.00,,
24100,24102,$15.00,$45.00,,,24100,24102,$20.00,$50.00,,
24105,24105,$18.00,$48.00,,,24105,24105,$23.00,$53.00,,
24110,24126,$20.00,$50.00,,,24110,24126,$25.00,$55.00,,
24130,24130,$22.00,$52.00,,,24130,24130,$27.00,$57.00,,
24134,24138,$30.00,$60.00,,,24134,24138,$35.00,$65.00,,
24140,24147,$25.00,$55.00,,,24140,24147,$30.00,$60.00,,
24149,24149,$30.00,$60.00,,,24149,24149,$35.00,$65.00,,
24150,24150,$30.00,$60.00,,,24150,24150,$35.00,$65.00,,
24151,24151,$35.00,$65.00,,,24151,24151,$40.00,$70.00,,
24152,24153,$35.00,$65.00,,,24152,24153,$40.00,$70.00,,
24155,24155,$30.00,$60.00,,,24155,24155,$35.00,$65.00,,
24160,24164,$20.00,$40.00,,,24160,24164,$25.00,$45.00,,
24200,24200,$18.00,$38.00,,,24200,24200,$23.00,$43.00,,
24201,24201,$15.00,$45.00,,,24201,24201,$20.00,$50.00,,
24220,24220,$30.00,$60.00,,,24220,24220,$35.00,$65.00,,
24300,24300,$30.00,$60.00,,,24300,24300,$35.00,$65.00,,
24301,24301,$30.00,$60.00,,,24301,24301,$35.00,$65.00,,
24305,24310,$25.00,$55.00,,,24305,24310,$30.00,$60.00,,
24320,24342,$30.00,$60.00,,,24320,24342,$35.00,$65.00,,
24343,24345,$25.00,$55.00,,,24343,24345,$30.00,$60.00,,
24346,24346,$30.00,$60.00,,,24346,24346,$35.00,$65.00,,
24350,24354,$25.00,$55.00,,,24350,24354,$30.00,$60.00,,
24356,24356,$30.00,$60.00,,,24356,24356,$35.00,$65.00,,
24357,24357,$25.00,$55.00,,,24357,24357,$30.00,$60.00,,
24358,24359,$30.00,$60.00,,,24358,24359,$35.00,$65.00,,
24360,24363,$30.00,$60.00,,,24360,24363,$35.00,$65.00,,
24365,24366,$30.00,$60.00,,,24365,24366,$35.00,$65.00,,
24370,24371,$30.00,$60.00,,,24370,24371,$35.00,$65.00,,
24400,24420,$30.00,$60.00,,,24400,24420,$35.00,$65.00,,
24430,24430,$25.00,$55.00,,,24430,24430,$30.00,$60.00,,
24435,24435,$30.00,$60.00,,,24435,24435,$35.00,$65.00,,
24470,24470,$25.00,$55.00,,,24470,24470,$30.00,$60.00,,
24495,24495,$30.00,$60.00,,,24495,24495,$35.00,$65.00,,
24498,24498,$25.00,$55.00,,,24498,24498,$30.00,$60.00,,
24500,24505,$5.00,$5.00,,,24500,24505,$10.00,$10.00,,
24506,24506,$15.00,$45.00,,,24506,24506,$20.00,$50.00,,
24510,24515,$30.00,$60.00,,,24510,24515,$35.00,$65.00,,
24516,24516,$30.00,$60.00,,,24516,24516,$35.00,$65.00,,
24530,24530,$5.00,$5.00,,,24530,24530,$10.00,$10.00,,
24531,24538,$20.00,$50.00,,,24531,24538,$25.00,$55.00,,
24540,24545,$30.00,$60.00,,,24540,24545,$35.00,$65.00,,
24546,24546,$30.00,$60.00,,,24546,24546,$35.00,$65.00,,
24560,24560,$5.00,$5.00,,,24560,24560,$10.00,$10.00,,
24565,24565,$15.00,$45.00,,,24565,24565,$20.00,$50.00,,
24566,24566,$15.00,$45.00,,,24566,24566,$20.00,$50.00,,
24570,24575,$30.00,$60.00,,,24570,24575,$35.00,$65.00,,
24576,24577,$10.00,$10.00,,,24576,24577,$15.00,$15.00,,
24578,24579,$30.00,$60.00,,,24578,24579,$35.00,$65.00,,
24580,24581,$20.00,$50.00,,,24580,24581,$25.00,$55.00,,
24582,24582,$25.00,$55.00,,,24582,24582,$30.00,$60.00,,
24583,24583,$30.00,$60.00,,,24583,24583,$35.00,$65.00,,
24585,24585,$30.00,$60.00,,,24585,24585,$35.00,$65.00,,
24586,24587,$40.00,$70.00,,,24586,24587,$45.00,$75.00,,
24588,24588,$50.00,$80.00,,,24588,24588,$55.00,$85.00,,
24600,24600,$8.00,$8.00,,,24600,24600,$13.00,$13.00,,
24605,24605,$8.00,$28.00,,,24605,24605,$13.00,$33.00,,
24610,24615,$30.00,$60.00,,,24610,24615,$35.00,$65.00,,
24620,24620,$20.00,$40.00,,,24620,24620,$25.00,$45.00,,
24625,24635,$35.00,$65.00,,,24625,24635,$40.00,$70.00,,
24640,24640,$4.00,$4.00,,,24640,24640,$9.00,$9.00,,
24650,24650,$6.00,$26.00,,,24650,24650,$11.00,$31.00,,
24655,24655,$6.00,$26.00,,,24655,24655,$11.00,$31.00,,
24660,24665,$35.00,$65.00,,,24660,24665,$40.00,$70.00,,
24666,24666,$40.00,$70.00,,,24666,24666,$45.00,$75.00,,
24670,24670,$6.00,$6.00,,,24670,24670,$11.00,$11.00,,
24675,24675,$6.00,$26.00,,,24675,24675,$11.00,$31.00,,
24680,24685,$30.00,$60.00,,,24680,24685,$35.00,$65.00,,
24800,24802,$40.00,$70.00,,,24800,24802,$45.00,$75.00,,
24900,24920,$90.00,$120.00,,,24900,24920,$95.00,$125.00,,
24925,24925,$25.00,$55.00,,,24925,24925,$30.00,$60.00,,
24930,24930,$60.00,$90.00,,,24930,24930,$65.00,$95.00,,
24931,24931,$90.00,$120.00,,,24931,24931,$95.00,$125.00,,
24935,24935,$25.00,$55.00,,,24935,24935,$30.00,$60.00,,
24940,24940,$40.00,$70.00,,,24940,24940,$45.00,$75.00,,
24999,24999,$40.00,$70.00,,,24999,24999,$45.00,$75.00,,
25000,25023,$30.00,$60.00,,,25000,25023,$35.00,$65.00,,
25024,25025,$25.00,$55.00,,,25024,25025,$30.00,$60.00,,
25028,25035,$25.00,$55.00,,,25028,25035,$30.00,$60.00,,
25040,25040,$25.00,$55.00,,,25040,25040,$30.00,$60.00,,
25065,25066,$10.00,$30.00,,,25065,25066,$15.00,$35.00,,
25071,25071,$22.00,$52.00,,,25071,25071,$27.00,$57.00,,
25073,25073,$28.00,$58.00,,,25073,25073,$33.00,$63.00,,
25075,25075,$20.00,$50.00,,,25075,25075,$25.00,$55.00,,
25076,25076,$25.00,$55.00,,,25076,25076,$30.00,$60.00,,
25077,25077,$35.00,$65.00,,,25077,25077,$40.00,$70.00,,
25078,25078,$39.00,$69.00,,,25078,25078,$44.00,$74.00,,
25085,25085,$35.00,$65.00,,,25085,25085,$40.00,$70.00,,
25100,25107,$30.00,$60.00,,,25100,25107,$35.00,$65.00,,
25109,25109,$35.00,$65.00,,,25109,25109,$40.00,$70.00,,
25110,25110,$35.00,$65.00,,,25110,25110,$40.00,$70.00,,
25111,25112,$40.00,$70.00,,,25111,25112,$45.00,$75.00,,
25115,25116,$50.00,$80.00,,,25115,25116,$55.00,$85.00,,
25118,25119,$40.00,$70.00,,,25118,25119,$45.00,$75.00,,
25120,25126,$40.00,$70.00,,,25120,25126,$45.00,$75.00,,
25130,25136,$30.00,$60.00,,,25130,25136,$35.00,$65.00,,
25145,25145,$30.00,$60.00,,,25145,25145,$35.00,$65.00,,
25150,25151,$25.00,$55.00,,,25150,25151,$30.00,$60.00,,
25170,25170,$40.00,$70.00,,,25170,25170,$45.00,$75.00,,
25210,25215,$30.00,$60.00,,,25210,25215,$35.00,$65.00,,
25230,25230,$30.00,$60.00,,,25230,25230,$35.00,$65.00,,
25240,25240,$30.00,$60.00,,,25240,25240,$35.00,$65.00,,
25246,25246,$15.00,$35.00,,,25246,25246,$20.00,$40.00,,
25248,25248,$30.00,$60.00,,,25248,25248,$35.00,$65.00,,
25250,25250,$30.00,$60.00,,,25250,25250,$35.00,$65.00,,
25251,25251,$35.00,$65.00,,,25251,25251,$40.00,$70.00,,
25259,25259,$30.00,$60.00,,,25259,25259,$35.00,$65.00,,
25260,25320,$40.00,$70.00,,,25260,25320,$45.00,$75.00,,
25330,25330,$40.00,$70.00,,,25330,25330,$45.00,$75.00,,
25331,25331,$50.00,$80.00,,,25331,25331,$55.00,$85.00,,
25332,25332,$45.00,$75.00,,,25332,25332,$50.00,$80.00,,
25335,25335,$40.00,$70.00,,,25335,25335,$45.00,$75.00,,
25337,25337,$40.00,$70.00,,,25337,25337,$45.00,$75.00,,
25350,25365,$40.00,$70.00,,,25350,25365,$45.00,$75.00,,
25370,25370,$45.00,$75.00,,,25370,25370,$50.00,$80.00,,
25375,25375,$55.00,$85.00,,,25375,25375,$61.00,$90.00,,
25390,25394,$40.00,$70.00,,,25390,25394,$45.00,$75.00,,
25400,25420,$40.00,$70.00,,,25400,25420,$45.00,$75.00,,
25425,25426,$40.00,$70.00,,,25425,25426,$45.00,$75.00,,
25430,25430,$40.00,$70.00,,,25430,25430,$45.00,$75.00,,
25431,25431,$40.00,$70.00,,,25431,25431,$45.00,$75.00,,
25440,25440,$40.00,$70.00,,,25440,25440,$45.00,$75.00,,
25441,25446,$40.00,$70.00,,,25441,25446,$45.00,$75.00,,
25447,25447,$40.00,$70.00,,,25447,25447,$45.00,$75.00,,
25449,25449,$30.00,$60.00,,,25449,25449,$35.00,$65.00,,
25450,25455,$40.00,$70.00,,,25450,25455,$45.00,$75.00,,
25490,25491,$25.00,$55.00,,,25490,25491,$30.00,$60.00,,
25492,25492,$35.00,$65.00,,,25492,25492,$40.00,$70.00,,
25500,25500,$5.00,$5.00,,,25500,25500,$10.00,$10.00,,
25505,25505,$8.00,$28.00,,,25505,25505,$13.00,$33.00,,
25510,25515,$35.00,$65.00,,,25510,25515,$40.00,$70.00,,
25520,25520,$40.00,$70.00,,,25520,25520,$45.00,$75.00,,
25525,25525,$40.00,$70.00,,,25525,25525,$45.00,$75.00,,
25526,25526,$40.00,$70.00,,,25526,25526,$45.00,$75.00,,
25530,25530,$5.00,$5.00,,,25530,25530,$10.00,$10.00,,
25535,25535,$5.00,$25.00,,,25535,25535,$10.00,$30.00,,
25540,25545,$30.00,$60.00,,,25540,25545,$35.00,$65.00,,
25560,25565,$10.00,$30.00,,,25560,25565,$15.00,$35.00,,
25570,25575,$35.00,$65.00,,,25570,25575,$40.00,$70.00,,
25600,25600,$12.00,$32.00,,,25600,25600,$17.00,$37.00,,
25605,25605,$15.00,$35.00,,,25605,25605,$20.00,$40.00,,
25606,25606,$12.00,$32.00,,,25606,25606,$17.00,$37.00,,
25607,25609,$20.00,$50.00,,,25607,25609,$25.00,$55.00,,
25610,25611,$12.00,$32.00,,,25610,25611,$17.00,$37.00,,
25615,25620,$20.00,$50.00,,,25615,25620,$25.00,$55.00,,
25622,25622,$12.00,$42.00,,,25622,25622,$17.00,$47.00,,
25624,25624,$12.00,$32.00,,,25624,25624,$17.00,$37.00,,
25626,25628,$20.00,$50.00,,,25626,25628,$25.00,$55.00,,
25630,25630,$12.00,$32.00,,,25630,25630,$17.00,$37.00,,
25635,25635,$12.00,$32.00,,,25635,25635,$17.00,$37.00,,
25640,25645,$16.00,$46.00,,,25640,25645,$21.00,$51.00,,
25650,25650,$12.00,$32.00,,,25650,25650,$17.00,$37.00,,
25651,25651,$12.00,$32.00,,,25651,25651,$17.00,$37.00,,
25652,25652,$30.00,$60.00,,,25652,25652,$35.00,$65.00,,
25660,25660,$15.00,$45.00,,,25660,25660,$20.00,$50.00,,
25665,25670,$35.00,$65.00,,,25665,25670,$40.00,$70.00,,
25671,25671,$12.00,$32.00,,,25671,25671,$17.00,$37.00,,
25675,25675,$12.00,$32.00,,,25675,25675,$17.00,$37.00,,
25676,25676,$16.00,$46.00,,,25676,25676,$21.00,$51.00,,
25680,25680,$10.00,$30.00,,,25680,25680,$15.00,$35.00,,
25685,25685,$35.00,$65.00,,,25685,25685,$40.00,$70.00,,
25690,25690,$12.00,$32.00,,,25690,25690,$17.00,$37.00,,
25695,25695,$35.00,$65.00,,,25695,25695,$40.00,$70.00,,
25800,25800,$30.00,$60.00,,,25800,25800,$35.00,$65.00,,
25805,25810,$40.00,$70.00,,,25805,25810,$45.00,$75.00,,
25820,25820,$25.00,$55.00,,,25820,25820,$30.00,$60.00,,
25825,25825,$30.00,$60.00,,,25825,25825,$35.00,$65.00,,
25830,25830,$30.00,$60.00,,,25830,25830,$35.00,$65.00,,
25900,25905,$90.00,$120.00,,,25900,25905,$95.00,$125.00,,
