Medi-Cal UA and UB Modifier Maximum Allowable Reimbursement Rates for Surgical and Anesthesia Supplies and Drugs as of February 2016,,,,,,,,,,,
Procedure Code,,Outpatient,,,,Procedure Code,,Medical,,,UA - Medicaid level of care 10
From,Thru,UA,UB,,,From,Thru,UA,UB,,UB - Medicaid level of care 11
50551,50562,$20.00,$50.00,,,50590,50590,$25.00,$55.00,,
50570,50570,$16.00,$36.00,,,50592,50592,$40.00,$70.00,,
50572,50580,$18.00,$38.00,,,50593,50593,$30.00,$60.00,,
50590,50590,$20.00,$50.00,,,50600,50630,$35.00,$65.00,,
50592,50592,$35.00,$65.00,,,50650,50650,$40.00,$70.00,,
50593,50593,$15.00,$55.00,,,50660,50660,$50.00,$80.00,,
50600,50630,$30.00,$60.00,,,50684,50684,$15.00,$15.00,,
50650,50650,$35.00,$65.00,,,50686,50686,$20.00,$50.00,,
50660,50660,$45.00,$75.00,,,50688,50688,$65.00,$95.00,,
50684,50684,$10.00,$10.00,,,50690,50690,$20.00,$50.00,,
50686,50686,$15.00,$45.00,,,50700,50715,$45.00,$75.00,,
50688,50688,$60.00,$90.00,,,50716,50716,$55.00,$85.00,,
50690,50690,$15.00,$45.00,,,50722,50722,$40.00,$70.00,,
50700,50715,$40.00,$70.00,,,50725,50780,$45.00,$75.00,,
50716,50716,$50.00,$80.00,,,50781,50783,$55.00,$85.00,,
50722,50722,$35.00,$65.00,,,50785,50785,$45.00,$75.00,,
50725,50780,$40.00,$70.00,,,50786,50786,$55.00,$85.00,,
50781,50783,$50.00,$80.00,,,50800,50800,$45.00,$75.00,,
50785,50785,$40.00,$70.00,,,50801,50801,$55.00,$85.00,,
50786,50786,$50.00,$80.00,,,50810,50810,$65.00,$95.00,,
50800,50800,$40.00,$70.00,,,50815,50815,$55.00,$85.00,,
50801,50801,$50.00,$80.00,,,50820,50820,$55.00,$85.00,,
50810,50810,$60.00,$90.00,,,50825,50830,$55.00,$85.00,,
50815,50815,$50.00,$80.00,,,50840,50840,$45.00,$75.00,,
50820,50820,$50.00,$80.00,,,50845,50845,$55.00,$85.00,,
50825,50830,$50.00,$80.00,,,50860,50860,$45.00,$75.00,,
50840,50840,$40.00,$70.00,,,50861,50861,$55.00,$85.00,,
50845,50845,$50.00,$80.00,,,50900,50940,$35.00,$65.00,,
50860,50860,$40.00,$70.00,,,50945,50945,$130.00,$160.00,,
50861,50861,$50.00,$80.00,,,50947,50948,$130.00,$160.00,,
50900,50940,$30.00,$60.00,,,50951,50961,$17.00,$37.00,,
50945,50945,$125.00,$155.00,,,50970,50980,$17.00,$47.00,,
50947,50948,$125.00,$155.00,,,51000,51000,$13.00,$38.00,,
50951,50961,$12.00,$32.00,,,51005,51005,$16.00,$41.00,,
50970,50980,$12.00,$42.00,,,51010,51010,$20.00,$45.00,,
51000,51000,$8.00,$33.00,,,51020,51045,$35.00,$65.00,,
51005,51005,$11.00,$36.00,,,51050,51050,$45.00,$75.00,,
51010,51010,$15.00,$40.00,,,51060,51060,$40.00,$70.00,,
51020,51045,$30.00,$60.00,,,51065,51065,$35.00,$65.00,,
51050,51050,$40.00,$70.00,,,51080,51080,$35.00,$65.00,,
51060,51060,$35.00,$65.00,,,51100,51100,$15.00,$40.00,,
51065,51065,$30.00,$60.00,,,51101,51101,$10.00,$43.00,,
51080,51080,$30.00,$60.00,,,51102,51102,$20.00,$45.00,,
51100,51100,$10.00,$35.00,,,51500,51500,$35.00,$65.00,,
51101,51101,$13.00,$38.00,,,51520,51536,$40.00,$70.00,,
51102,51102,$15.00,$40.00,,,51550,51550,$40.00,$70.00,,
51500,51500,$30.00,$60.00,,,51555,51555,$50.00,$80.00,,
51520,51536,$35.00,$65.00,,,51565,51565,$40.00,$70.00,,
51550,51550,$35.00,$65.00,,,51570,51570,$50.00,$80.00,,
51555,51555,$45.00,$75.00,,,51575,51575,$55.00,$85.00,,
51565,51565,$35.00,$65.00,,,51580,51580,$50.00,$80.00,,
51570,51570,$45.00,$75.00,,,51585,51585,$65.00,$95.00,,
51575,51575,$50.00,$80.00,,,51590,51590,$50.00,$80.00,,
51580,51580,$45.00,$75.00,,,51595,51596,$65.00,$95.00,,
51585,51585,$60.00,$90.00,,,51597,51597,$75.00,$105.00,,
51590,51590,$45.00,$75.00,,,51600,51703,$15.00,$35.00,,
51595,51596,$60.00,$90.00,,,51705,51720,$61.00,$90.00,,
51597,51597,$70.00,$100.00,,,51725,51726,$15.00,$35.00,,
51600,51703,$10.00,$30.00,,,51727,51729,$15.00,$45.00,,
51705,51720,$55.00,$85.00,,,51730,51798,$15.00,$35.00,,
51725,51726,$10.00,$30.00,,,51800,51800,$40.00,$70.00,,
51727,51729,$10.00,$40.00,,,51820,51820,$30.00,$60.00,,
51730,51798,$10.00,$30.00,,,51840,51840,$35.00,$65.00,,
51800,51800,$35.00,$65.00,,,51841,51841,$40.00,$70.00,,
51820,51820,$25.00,$55.00,,,51845,51845,$30.00,$60.00,,
51840,51840,$30.00,$60.00,,,51860,51860,$30.00,$60.00,,
51841,51841,$35.00,$65.00,,,51865,51865,$35.00,$65.00,,
51845,51845,$25.00,$55.00,,,51880,51880,$30.00,$60.00,,
51860,51860,$25.00,$55.00,,,51900,51900,$40.00,$70.00,,
51865,51865,$30.00,$60.00,,,51920,51920,$27.00,$57.00,,
51880,51880,$25.00,$55.00,,,51925,51925,$40.00,$70.00,,
51900,51900,$35.00,$65.00,,,51940,51940,$35.00,$65.00,,
51920,51920,$22.00,$52.00,,,51960,51960,$65.00,$95.00,,
51925,51925,$35.00,$65.00,,,51980,51980,$30.00,$60.00,,
51940,51940,$30.00,$60.00,,,51990,51990,$130.00,$160.00,,
51960,51960,$60.00,$90.00,,,51992,51992,$130.00,$160.00,,
51980,51980,$25.00,$55.00,,,51999,51999,$130.00,$160.00,,
51990,51990,$125.00,$155.00,,,52000,52010,$35.00,$65.00,,
51992,51992,$125.00,$155.00,,,52204,52340,$35.00,$65.00,,
51999,51999,$125.00,$155.00,,,52341,52346,$35.00,$65.00,,
52000,52010,$30.00,$60.00,,,52347,52347,$35.00,$65.00,,
52204,52340,$30.00,$60.00,,,52351,52400,$35.00,$65.00,,
52341,52346,$30.00,$60.00,,,52402,52402,$35.00,$65.00,,
52347,52347,$30.00,$60.00,,,52441,52442,$35.00,$65.00,,
52351,52400,$30.00,$60.00,,,52450,52450,$35.00,$65.00,,
52402,52402,$30.00,$60.00,,,52500,52700,$35.00,$65.00,,
52441,52442,$30.00,$60.00,,,53000,53010,$35.00,$65.00,,
52450,52450,$30.00,$60.00,,,53020,53025,$25.00,$55.00,,
52500,52700,$30.00,$60.00,,,53040,53040,$30.00,$60.00,,
53000,53010,$30.00,$60.00,,,53060,53085,$25.00,$55.00,,
53020,53025,$20.00,$50.00,,,53200,53200,$25.00,$55.00,,
53040,53040,$25.00,$55.00,,,53210,53215,$30.00,$60.00,,
53060,53085,$20.00,$50.00,,,53220,53220,$30.00,$60.00,,
53200,53200,$20.00,$50.00,,,53230,53230,$21.00,$51.00,,
53210,53215,$25.00,$55.00,,,53235,53235,$30.00,$60.00,,
53220,53220,$25.00,$55.00,,,53240,53240,$25.00,$55.00,,
53230,53230,$16.00,$46.00,,,53250,53250,$30.00,$60.00,,
53235,53235,$25.00,$55.00,,,53260,53275,$17.00,$47.00,,
53240,53240,$20.00,$50.00,,,53400,53400,$35.00,$65.00,,
53250,53250,$25.00,$55.00,,,53401,53425,$23.00,$53.00,,
53260,53275,$12.00,$42.00,,,53430,53430,$35.00,$65.00,,
53400,53400,$30.00,$60.00,,,53431,53431,$35.00,$65.00,,
53401,53425,$18.00,$48.00,,,53440,53440,$30.00,$60.00,,
53430,53430,$30.00,$60.00,,,53442,53442,$20.00,$50.00,,
53431,53431,$30.00,$60.00,,,53443,53443,$35.00,$65.00,,
53440,53440,$25.00,$55.00,,,53444,53448,$25.00,$55.00,,
53442,53442,$15.00,$45.00,,,53449,53449,$23.00,$53.00,,
53443,53443,$30.00,$60.00,,,53450,53460,$23.00,$53.00,,
53444,53448,$20.00,$50.00,,,53500,53500,$30.00,$60.00,,
53449,53449,$18.00,$48.00,,,53502,53502,$25.00,$55.00,,
53450,53460,$18.00,$48.00,,,53505,53515,$20.00,$50.00,,
53500,53500,$25.00,$55.00,,,53520,53520,$19.00,$49.00,,
53502,53502,$20.00,$50.00,,,53600,53601,$15.00,$15.00,,
53505,53515,$15.00,$45.00,,,53605,53605,$15.00,$45.00,,
53520,53520,$14.00,$44.00,,,53620,53640,$15.00,$15.00,,
53600,53601,$10.00,$10.00,,,53660,53661,$15.00,$15.00,,
53605,53605,$10.00,$40.00,,,53665,53665,$15.00,$35.00,,
53620,53640,$10.00,$10.00,,,53670,53670,$15.00,$15.00,,
53660,53661,$10.00,$10.00,,,53675,53675,$17.00,$17.00,,
53665,53665,$10.00,$30.00,,,53850,53853,$50.00,$55.00,,
53670,53670,$10.00,$10.00,,,53855,53855,$65.00,$95.00,,
53675,53675,$12.00,$12.00,,,53860,53860,$50.00,$55.00,,
53850,53853,$45.00,$50.00,,,54000,54001,$17.00,$37.00,,
53855,53855,$60.00,$90.00,,,54015,54015,$20.00,$50.00,,
53860,53860,$45.00,$50.00,,,54050,54057,$10.00,$10.00,,
54000,54001,$12.00,$32.00,,,54060,54060,$15.00,$35.00,,
54015,54015,$15.00,$45.00,,,54065,54065,$20.00,$40.00,,
54050,54057,$5.00,$5.00,,,54100,54105,$17.00,$37.00,,
54060,54060,$10.00,$30.00,,,54110,54110,$20.00,$50.00,,
54065,54065,$15.00,$35.00,,,54111,54111,$23.00,$53.00,,
54100,54105,$12.00,$32.00,,,54112,54112,$25.00,$55.00,,
54110,54110,$15.00,$45.00,,,54115,54115,$20.00,$50.00,,
54111,54111,$18.00,$48.00,,,54120,54120,$30.00,$55.00,,
54112,54112,$20.00,$50.00,,,54125,54125,$35.00,$65.00,,
54115,54115,$15.00,$45.00,,,54130,54130,$40.00,$70.00,,
54120,54120,$25.00,$50.00,,,54135,54135,$45.00,$75.00,,
54125,54125,$30.00,$60.00,,,54150,54151,$30.00,$60.00,,
54130,54130,$35.00,$65.00,,,54152,54152,$30.00,$60.00,,
54135,54135,$40.00,$70.00,,,54153,54160,$30.00,$60.00,,
54150,54151,$25.00,$55.00,,,54161,54161,$30.00,$60.00,,
54152,54152,$25.00,$55.00,,,54162,54162,$30.00,$60.00,,
54153,54160,$25.00,$55.00,,,54163,54163,$30.00,$60.00,,
54161,54161,$25.00,$55.00,,,54164,54164,$30.00,$60.00,,
54162,54162,$25.00,$55.00,,,54200,54200,$25.00,$45.00,,
54163,54163,$25.00,$55.00,,,54205,54229,$35.00,$65.00,,
54164,54164,$25.00,$55.00,,,54230,54230,$25.00,$45.00,,
54200,54200,$20.00,$40.00,,,54231,54234,$35.00,$65.00,,
54205,54229,$30.00,$60.00,,,54235,54235,$25.00,$45.00,,
54230,54230,$20.00,$40.00,,,54236,54402,$35.00,$65.00,,
54231,54234,$30.00,$60.00,,,54406,54406,$35.00,$65.00,,
54235,54235,$20.00,$40.00,,,54407,54521,$35.00,$65.00,,
54236,54402,$30.00,$60.00,,,54522,54522,$35.00,$65.00,,
54406,54406,$30.00,$60.00,,,54530,54530,$40.00,$70.00,,
54407,54521,$30.00,$60.00,,,54535,54535,$40.00,$70.00,,
54522,54522,$30.00,$60.00,,,54550,54555,$38.00,$68.00,,
54530,54530,$35.00,$65.00,,,54560,54565,$40.00,$70.00,,
54535,54535,$35.00,$65.00,,,54600,54600,$35.00,$65.00,,
54550,54555,$33.00,$63.00,,,54620,54620,$35.00,$65.00,,
54560,54565,$35.00,$65.00,,,54640,54645,$35.00,$65.00,,
54600,54600,$30.00,$60.00,,,54650,54650,$35.00,$65.00,,
54620,54620,$30.00,$60.00,,,54660,54660,$55.00,$85.00,,
54640,54645,$30.00,$60.00,,,54661,54661,$55.00,$85.00,,
54650,54650,$30.00,$60.00,,,54670,54670,$25.00,$55.00,,
54660,54660,$50.00,$80.00,,,54680,54680,$45.00,$75.00,,
54661,54661,$50.00,$80.00,,,54690,54690,$130.00,$160.00,,
54670,54670,$20.00,$50.00,,,54692,54692,$130.00,$160.00,,
54680,54680,$40.00,$70.00,,,54700,54700,$25.00,$55.00,,
54690,54690,$125.00,$155.00,,,54800,54820,$35.00,$65.00,,
54692,54692,$125.00,$155.00,,,54830,54830,$35.00,$65.00,,
54700,54700,$20.00,$50.00,,,54840,54840,$35.00,$65.00,,
54800,54820,$30.00,$60.00,,,54860,54861,$28.00,$58.00,,
54830,54830,$30.00,$60.00,,,54865,54865,$35.00,$65.00,,
54840,54840,$30.00,$60.00,,,54900,54901,$30.00,$60.00,,
54860,54861,$23.00,$53.00,,,55000,55000,$25.00,$55.00,,
54865,54865,$30.00,$60.00,,,55040,55060,$30.00,$60.00,,
54900,54901,$25.00,$55.00,,,55100,55120,$30.00,$60.00,,
55000,55000,$20.00,$50.00,,,55150,55150,$30.00,$60.00,,
55040,55060,$25.00,$55.00,,,55175,55180,$35.00,$65.00,,
55100,55120,$25.00,$55.00,,,55200,55200,$25.00,$55.00,,
55150,55150,$25.00,$55.00,,,55250,55250,$30.00,$44.00,,
55175,55180,$30.00,$60.00,,,55300,55300,$25.00,$55.00,,
55200,55200,$20.00,$50.00,,,55450,55450,$30.00,$60.00,,
55250,55250,$25.00,$39.00,,,55500,55520,$35.00,$65.00,,
55300,55300,$20.00,$50.00,,,55530,55540,$35.00,$65.00,,
55450,55450,$25.00,$55.00,,,55550,55550,$130.00,$160.00,,
55500,55520,$30.00,$60.00,,,55600,55601,$25.00,$55.00,,
55530,55540,$30.00,$60.00,,,55605,55605,$30.00,$60.00,,
55550,55550,$125.00,$155.00,,,55650,55680,$30.00,$60.00,,
55600,55601,$20.00,$50.00,,,55700,55700,$25.00,$55.00,,
55605,55605,$25.00,$55.00,,,55705,55706,$35.00,$65.00,,
55650,55680,$25.00,$55.00,,,55720,55740,$35.00,$65.00,,
55700,55700,$20.00,$50.00,,,55801,55810,$40.00,$70.00,,
55705,55706,$30.00,$60.00,,,55812,55815,$45.00,$75.00,,
55720,55740,$30.00,$60.00,,,55821,55831,$40.00,$70.00,,
55801,55810,$35.00,$65.00,,,55840,55842,$45.00,$75.00,,
55812,55815,$40.00,$70.00,,,55845,55845,$50.00,$80.00,,
55821,55831,$35.00,$65.00,,,55859,55859,$40.00,$70.00,,
55840,55842,$40.00,$70.00,,,55860,55862,$35.00,$65.00,,
55845,55845,$45.00,$75.00,,,55865,55865,$40.00,$70.00,,
55859,55859,$35.00,$65.00,,,55866,55866,$130.00,$160.00,,
55860,55862,$30.00,$60.00,,,55875,55876,$40.00,$70.00,,
55865,55865,$35.00,$65.00,,,55899,55899,$20.00,$40.00,,
55866,55866,$125.00,$155.00,,,55920,55920,$11.00,$11.00,,
55875,55876,$35.00,$65.00,,,56000,56000,$19.00,$39.00,,
55899,55899,$15.00,$35.00,,,56100,56100,$20.00,$40.00,,
55920,55920,$6.00,$6.00,,,56200,56200,$35.00,$65.00,,
56000,56000,$14.00,$34.00,,,56300,56300,$40.00,$70.00,,
56100,56100,$15.00,$35.00,,,56301,56308,$45.00,$75.00,,
56200,56200,$30.00,$60.00,,,56309,56309,$130.00,$160.00,,
56300,56300,$35.00,$65.00,,,56315,56315,$130.00,$160.00,,
56301,56308,$40.00,$70.00,,,56316,56316,$130.00,$160.00,,
56309,56309,$125.00,$155.00,,,56340,56341,$130.00,$160.00,,
56315,56315,$125.00,$155.00,,,56342,56342,$130.00,$160.00,,
56316,56316,$125.00,$155.00,,,56350,56350,$15.00,$35.00,,
56340,56341,$125.00,$155.00,,,56351,56352,$20.00,$40.00,,
56342,56342,$125.00,$155.00,,,56353,56354,$30.00,$60.00,,
56350,56350,$10.00,$30.00,,,56355,56356,$30.00,$50.00,,
56351,56352,$15.00,$35.00,,,56360,56360,$25.00,$55.00,,
56353,56354,$25.00,$55.00,,,56400,56440,$33.00,$63.00,,
56355,56356,$25.00,$45.00,,,56441,56441,$28.00,$58.00,,
56360,56360,$20.00,$50.00,,,56442,56442,$33.00,$63.00,,
56400,56440,$28.00,$58.00,,,56501,56501,$15.00,$40.00,,
56441,56441,$23.00,$53.00,,,56515,56515,$15.00,$40.00,,
56442,56442,$28.00,$58.00,,,56600,56600,$25.00,$39.00,,
56501,56501,$10.00,$35.00,,,56605,56605,$15.00,$40.00,,
56515,56515,$10.00,$35.00,,,56606,56606,$15.00,$40.00,,
56600,56600,$20.00,$34.00,,,56620,56620,$30.00,$60.00,,
56605,56605,$10.00,$35.00,,,56625,56625,$40.00,$70.00,,
56606,56606,$10.00,$35.00,,,56630,56632,$35.00,$65.00,,
56620,56620,$25.00,$55.00,,,56633,56635,$40.00,$70.00,,
56625,56625,$35.00,$65.00,,,56636,56636,$45.00,$75.00,,
56630,56632,$30.00,$60.00,,,56637,56637,$40.00,$70.00,,
56633,56635,$35.00,$65.00,,,56640,56640,$40.00,$70.00,,
56636,56636,$40.00,$70.00,,,56641,56641,$45.00,$75.00,,
56637,56637,$35.00,$65.00,,,56680,56685,$30.00,$60.00,,
56640,56640,$35.00,$65.00,,,56700,56700,$30.00,$60.00,,
56641,56641,$40.00,$70.00,,,56720,56720,$30.00,$60.00,,
56680,56685,$25.00,$55.00,,,56740,56740,$25.00,$55.00,,
56700,56700,$25.00,$55.00,,,56800,56810,$25.00,$55.00,,
56720,56720,$25.00,$55.00,,,56820,56820,$25.00,$55.00,,
56740,56740,$20.00,$50.00,,,56821,56821,$25.00,$55.00,,
56800,56810,$20.00,$50.00,,,57000,57010,$17.00,$37.00,,
56820,56820,$20.00,$50.00,,,57020,57020,$15.00,$35.00,,
56821,56821,$20.00,$50.00,,,57022,57023,$17.00,$37.00,,
57000,57010,$12.00,$32.00,,,57061,57065,$15.00,$40.00,,
57020,57020,$10.00,$30.00,,,57100,57105,$23.00,$53.00,,
57022,57023,$12.00,$32.00,,,57106,57112,$30.00,$60.00,,
57061,57065,$10.00,$35.00,,,57120,57120,$25.00,$55.00,,
57100,57105,$18.00,$48.00,,,57130,57130,$30.00,$60.00,,
57106,57112,$25.00,$55.00,,,57135,57135,$25.00,$55.00,,
57120,57120,$20.00,$50.00,,,57150,57150,$11.00,$11.00,,
57130,57130,$25.00,$55.00,,,57155,57156,$11.00,$11.00,,
57135,57135,$20.00,$50.00,,,57160,57160,$11.00,$11.00,,
57150,57150,$6.00,$6.00,,,57170,57170,$8.00,$8.00,,
57155,57156,$6.00,$6.00,,,57180,57180,$30.00,$60.00,,
57160,57160,$6.00,$6.00,,,57200,57210,$27.00,$57.00,,
57170,57170,$3.00,$3.00,,,57220,57240,$35.00,$65.00,,
57180,57180,$25.00,$55.00,,,57250,57250,$25.00,$55.00,,
57200,57210,$22.00,$52.00,,,57260,57265,$35.00,$65.00,,
57220,57240,$30.00,$60.00,,,57267,57267,$35.00,$65.00,,
57250,57250,$20.00,$50.00,,,57268,57268,$25.00,$55.00,,
57260,57265,$30.00,$60.00,,,57270,57291,$35.00,$65.00,,
57267,57267,$30.00,$60.00,,,57292,57292,$40.00,$70.00,,
57268,57268,$20.00,$50.00,,,57295,57295,$35.00,$65.00,,
57270,57291,$30.00,$60.00,,,57296,57296,$40.00,$70.00,,
57292,57292,$35.00,$65.00,,,57300,57300,$25.00,$55.00,,
57295,57295,$30.00,$60.00,,,57305,57305,$35.00,$65.00,,
57296,57296,$35.00,$65.00,,,57307,57308,$35.00,$65.00,,
57300,57300,$20.00,$50.00,,,57310,57310,$25.00,$55.00,,
57305,57305,$30.00,$60.00,,,57311,57311,$40.00,$70.00,,
57307,57308,$30.00,$60.00,,,57320,57330,$25.00,$55.00,,
57310,57310,$20.00,$50.00,,,57335,57335,$35.00,$65.00,,
57311,57311,$35.00,$65.00,,,57400,57400,$17.00,$47.00,,
57320,57330,$20.00,$50.00,,,57410,57410,$9.00,$30.00,,
57335,57335,$30.00,$60.00,,,57415,57415,$12.00,$42.00,,
57400,57400,$12.00,$42.00,,,57420,57420,$25.00,$55.00,,
57410,57410,$4.00,$25.00,,,57421,57421,$25.00,$55.00,,
57415,57415,$7.00,$37.00,,,57423,57423,$35.00,$65.00,,
57420,57420,$20.00,$50.00,,,57425,57425,$130.00,$160.00,,
57421,57421,$20.00,$50.00,,,57426,57426,$40.00,$70.00,,
57423,57423,$30.00,$60.00,,,57450,57450,$25.00,$55.00,,
57425,57425,$125.00,$155.00,,,57451,57461,$30.00,$60.00,,
57426,57426,$35.00,$65.00,,,57500,57500,$30.00,$44.00,,
57450,57450,$20.00,$50.00,,,57505,57505,$30.00,$44.00,,
57451,57461,$25.00,$55.00,,,57510,57510,$11.00,$31.00,,
57500,57500,$25.00,$39.00,,,57511,57511,$11.00,$31.00,,
57505,57505,$25.00,$39.00,,,57513,57513,$20.00,$20.00,,
57510,57510,$6.00,$26.00,,,57520,57520,$30.00,$60.00,,
57511,57511,$6.00,$26.00,,,57522,57522,$30.00,$60.00,,
57513,57513,$15.00,$15.00,,,57530,57530,$30.00,$60.00,,
57520,57520,$25.00,$55.00,,,57531,57531,$40.00,$70.00,,
57522,57522,$25.00,$55.00,,,57540,57540,$40.00,$70.00,,
57530,57530,$25.00,$55.00,,,57545,57545,$40.00,$70.00,,
57531,57531,$35.00,$65.00,,,57550,57550,$30.00,$60.00,,
57540,57540,$35.00,$65.00,,,57555,57556,$35.00,$65.00,,
57545,57545,$35.00,$65.00,,,57558,57558,$40.00,$70.00,,
57550,57550,$25.00,$55.00,,,57700,57700,$17.00,$47.00,,
57555,57556,$30.00,$60.00,,,57720,57720,$20.00,$50.00,,
57558,57558,$35.00,$65.00,,,57800,57800,$15.00,$35.00,,
57700,57700,$12.00,$42.00,,,57820,57820,$30.00,$60.00,,
57720,57720,$15.00,$45.00,,,58100,58100,$30.00,$60.00,,
57800,57800,$10.00,$30.00,,,58101,58101,$17.00,$37.00,,
57820,57820,$25.00,$55.00,,,58102,58102,$25.00,$45.00,,
58100,58100,$25.00,$55.00,,,58103,58103,$25.00,$45.00,,
58101,58101,$12.00,$32.00,,,58110,58110,$25.00,$55.00,,
58102,58102,$20.00,$40.00,,,58120,58120,$30.00,$44.00,,
58103,58103,$20.00,$40.00,,,58140,58146,$30.00,$60.00,,
58110,58110,$20.00,$50.00,,,58150,58200,$40.00,$70.00,,
58120,58120,$25.00,$39.00,,,58210,58210,$45.00,$75.00,,
58140,58146,$25.00,$55.00,,,58240,58240,$105.00,$135.00,,
58150,58200,$35.00,$65.00,,,58260,58260,$35.00,$65.00,,
58210,58210,$40.00,$70.00,,,58262,58263,$40.00,$70.00,,
58240,58240,$100.00,$130.00,,,58265,58270,$40.00,$70.00,,
58260,58260,$30.00,$60.00,,,58275,58280,$35.00,$65.00,,
58262,58263,$35.00,$65.00,,,58285,58285,$40.00,$70.00,,
58265,58270,$35.00,$65.00,,,58290,58294,$40.00,$70.00,,
58275,58280,$30.00,$60.00,,,58300,58300,$10.00,$30.00,,
58285,58285,$35.00,$65.00,,,58301,58301,$10.00,$24.00,,
58290,58294,$35.00,$65.00,,,58320,58320,$15.00,$35.00,,
58300,58300,$5.00,$25.00,,,58340,58340,$15.00,$35.00,,
58301,58301,$5.00,$19.00,,,58346,58346,$11.00,$11.00,,
58320,58320,$10.00,$30.00,,,58350,58350,$35.00,$65.00,,
58340,58340,$10.00,$30.00,,,58353,58353,$30.00,$60.00,,
58346,58346,$6.00,$11.00,,,58356,58356,$30.00,$60.00,,
58350,58350,$30.00,$60.00,,,58520,58520,$41.00,$65.00,,
58353,58353,$25.00,$55.00,,,58541,58554,$130.00,$160.00,,
58356,58356,$25.00,$55.00,,,58555,58563,$35.00,$65.00,,
58520,58520,$36.00,$60.00,,,58565,58565,$245.00,$245.00,,
58541,58554,$125.00,$155.00,,,58570,58578,$130.00,$160.00,,
58555,58563,$30.00,$60.00,,,58579,58579,$35.00,$65.00,,
58565,58565,$245.00,$245.00,,,58600,58608,$41.00,$71.00,,
58570,58578,$125.00,$155.00,,,58611,58611,$50.00,$80.00,,
58579,58579,$30.00,$60.00,,,58615,58615,$61.00,$90.00,,
58600,58608,$36.00,$66.00,,,58660,58679,$130.00,$160.00,,
58611,58611,$45.00,$75.00,,,58700,58720,$41.00,$75.00,,
58615,58615,$55.00,$85.00,,,58740,58740,$35.00,$65.00,,
58660,58679,$125.00,$155.00,,,58800,58820,$41.00,$71.00,,
58700,58720,$36.00,$70.00,,,58822,58823,$45.00,$75.00,,
58740,58740,$30.00,$60.00,,,58825,58825,$40.00,$70.00,,
58800,58820,$36.00,$66.00,,,58900,58940,$38.00,$68.00,,
58822,58823,$40.00,$70.00,,,58942,58943,$45.00,$75.00,,
58825,58825,$35.00,$65.00,,,58950,58950,$41.00,$75.00,,
58900,58940,$33.00,$63.00,,,58951,58954,$45.00,$75.00,,
58942,58943,$40.00,$70.00,,,58956,58956,$45.00,$75.00,,
58950,58950,$36.00,$70.00,,,58957,58958,$45.00,$75.00,,
58951,58954,$40.00,$70.00,,,58960,58960,$45.00,$75.00,,
58956,58956,$40.00,$70.00,,,58980,58980,$38.00,$72.00,,
58957,58958,$40.00,$70.00,,,58982,58982,$38.00,$72.00,,
58960,58960,$40.00,$70.00,,,58983,58983,$61.00,$90.00,,
58980,58980,$33.00,$67.00,,,58984,58987,$38.00,$72.00,,
58982,58982,$33.00,$67.00,,,58990,58995,$40.00,$70.00,,
58983,58983,$55.00,$85.00,,,59000,59015,$19.00,$19.00,,
58984,58987,$33.00,$67.00,,,59020,59020,$5.00,$5.00,,
58990,58995,$35.00,$65.00,,,59025,59025,$8.00,$8.00,,
59000,59015,$14.00,$14.00,,,59030,59030,$8.00,$8.00,,
59020,59020,$5.00,$5.00,,,59031,59031,$8.00,$8.00,,
59025,59025,$3.00,$3.00,,,59050,59050,$8.00,$8.00,,
59030,59030,$3.00,$3.00,,,59070,59076,$40.00,$70.00,,
59031,59031,$3.00,$3.00,,,59100,59100,$40.00,$70.00,,
59050,59050,$3.00,$3.00,,,59101,59101,$50.00,$80.00,,
59070,59076,$35.00,$65.00,,,59105,59105,$40.00,$70.00,,
59100,59100,$35.00,$65.00,,,59106,59106,$45.00,$75.00,,
59101,59101,$45.00,$75.00,,,59120,59140,$40.00,$70.00,,
59105,59105,$35.00,$65.00,,,59150,59150,$40.00,$70.00,,
59106,59106,$40.00,$70.00,,,59151,59151,$37.00,$67.00,,
59120,59140,$35.00,$65.00,,,59160,59160,$35.00,$65.00,,
59150,59150,$35.00,$65.00,,,59300,59305,$23.00,$53.00,,
59151,59151,$32.00,$62.00,,,59320,59320,$17.00,$47.00,,
59160,59160,$30.00,$60.00,,,59325,59325,$17.00,$47.00,,
59300,59305,$18.00,$48.00,,,59350,59350,$45.00,$75.00,,
59320,59320,$12.00,$42.00,,,59351,59351,$40.00,$70.00,,
59325,59325,$12.00,$42.00,,,59400,59400,$40.00,$70.00,,
59350,59350,$40.00,$70.00,,,59409,59409,$40.00,$70.00,,
59351,59351,$35.00,$65.00,,,59410,59410,$40.00,$70.00,,
59400,59400,$35.00,$65.00,,,59412,59412,$40.00,$70.00,,
59409,59409,$35.00,$65.00,,,59414,59414,$35.00,$65.00,,
59410,59410,$35.00,$65.00,,,59500,59500,$40.00,$70.00,,
59412,59412,$35.00,$65.00,,,59501,59501,$40.00,$70.00,,
59414,59414,$30.00,$60.00,,,59510,59510,$65.00,$95.00,,
59500,59500,$35.00,$65.00,,,59514,59514,$65.00,$95.00,,
59501,59501,$35.00,$65.00,,,59515,59515,$65.00,$95.00,,
59510,59510,$60.00,$90.00,,,59520,59540,$40.00,$70.00,,
59514,59514,$60.00,$90.00,,,59550,59550,$40.00,$70.00,,
59515,59515,$60.00,$90.00,,,59560,59581,$45.00,$75.00,,
